BoxGUID;ArticleGUID;Position;Description;GTIN;Quantity;Unit;ExpiryDate
673035DD-9F3F-48DF-5763-27428784463D;5EA69D27-F41C-470F-9AED-E743BEBB4730;2;Ground sheet, accommodation 3;;1;pcs;
673035DD-9F3F-48DF-5763-27428784463D;B8BF0CA3-435D-4ECA-9CA9-B579F2DDBF2C;3;Pack bag, olive;;1;pcs;
673035DD-9F3F-48DF-5763-27428784463D;D8A7D8E3-CFC0-45E8-54F3-583FE4FF4C75;4;Pack bag, grey;;1;pcs;
673035DD-9F3F-48DF-5763-27428784463D;3644D9B4-FE56-4568-720A-A1419A1AF99F;5;Peg, circular, hook end, 30cm, for SG 300;;24;pcs;
673035DD-9F3F-48DF-5763-27428784463D;930DB835-D4E2-4A7A-5EAF-9FB2EC7ACB7A;6;Peg, circular, 2x30cm;;16;pcs;
673035DD-9F3F-48DF-5763-27428784463D;6FAC5EF9-32AF-483C-80B7-69671C8B3C64;7;Peg, angular;;19;pcs;
673035DD-9F3F-48DF-5763-27428784463D;0CD8C769-0E52-47BB-7E6B-401D1DC396D1;8;Inner tent, accommodation 3;;1;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;72C25547-4210-44F1-5833-B8176AEEE9F0;1;Aluminium box, ;;;;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;76368299-01A1-48C2-713A-DCA2C3FA17D4;2;Water canister, 20l, with tap;4000150252058;2;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;83AE0A5F-85CC-4FF2-5B88-16870419E7CD;3;Shower tent, Quechua;3608439719295;2;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;29ED1111-2593-4EAE-9D5D-4077963AFC10;4;Canping shower, Brunner;;4;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;387CECE5-6898-408D-92DC-5A35E44184DF;5;Shower mat, 54x54cm, Tukan;;4;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;E5A44D1B-97C6-4A0C-89BE-E34557112567;6;Shower curtain, blue, 180x200cm, with eyelets, Eggergrund, Ikea;;5;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;60E103D4-2C14-4FEC-79F7-CC43FD1BFE89;7;Shower curtain, blue, 120x200cm, Venus;;1;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;14975FF8-5F55-49DC-83AD-5F9715988261;8;Strapping set;;1;set;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;6C01371B-466A-43AA-9A17-66DAB0059EF1;8.1;Pack bag, 41x21cm;;1;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;6C36F675-397A-4BE1-7792-9D45FC0352F5;8.2;Pack bag, 27x13cm;;1;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;521A6584-54F8-4DE8-8CC2-5B8DAD74B652;8.3;Pack bag, 30x8cm;;1;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;8FF8413C-844F-4E5C-754A-55FCC1A8AB1C;8.4;Peg, 26cm;;12;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;09C893E8-1122-4B72-7367-D912602FE05D;8.5;Peg, 18cm;;4;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;32454970-80E6-47ED-8A93-311451A23235;8.6;guy-rope, 3m;;8;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;F891F363-5322-4A1B-70D7-87A0F4768AAC;9;Side wall set;;1;set;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;9EB00077-EE6D-45A9-7811-FFF9F906BCEF;9.1;Pack bag, 50x50cm;;1;bag;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;DD851482-D8DD-4CD1-73CE-D5889B28926D;9.2;Side wall, 3x3m, Duratent;;3;pcs;
67DF4D40-35AB-4CAC-7475-9B33B0A6A5FF;66686AE6-6658-4814-5632-DAC74FB2FE3C;9.3;Side wall, with entrance, Duratent;;1;pcs;
69CE2B89-A7CC-4D47-9AC8-47667E5788DD;3B3E466C-B40C-405A-98EB-542C0E7C9BFB;1;Aluminium box, 120x79x51cm;;1;pcs;
69CE2B89-A7CC-4D47-9AC8-47667E5788DD;DA2C4EBC-243D-43B3-8819-5E25754967F9;2;Chair, foldable, Gunde, Ikea;;20;pcs;
6A2DEC53-9453-4D25-9FBC-9C1E18C8A9E6;41C6736E-6AFE-4C6C-830F-049459E4DA16;1;Wood box, 260x30x30cm;;1;pcs;
6A2DEC53-9453-4D25-9FBC-9C1E18C8A9E6;5B4C3B9A-C3E8-4316-7E9B-88FA454D82E1;2;SG 300, tent frame;;1;set;
6AD52CCB-8C63-4ACD-5AB6-2C8C5088C66A;7417870A-B336-4E31-85BF-679F38F620F1;1;Wood box, 260x30x30cm;;1;pcs;
6AD52CCB-8C63-4ACD-5AB6-2C8C5088C66A;0CC3D47C-31EB-4CC4-5757-97200C7AFB11;2;SG 300, tent frame, accommodation 2;;1;set;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;6D895EBC-1636-48C5-7BEB-596162B26693;1;Wood box, 120x80x40cm;;1;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;E82FE362-F564-494E-78FC-F489887C44B1;10;Pipe, Aluminium, 106x4cm;;6;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;E420F720-BDEE-47B9-54E1-1FBA146CA7C0;11;Pipe, Aluminium, 120x4cm;;2;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;C4D5BF10-4FC1-44C3-503D-A49BF7201CDC;2;SG 300, outer tent, connection tent;;1;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;13FE3ECD-0FB7-47AA-861C-4A221EF80F9A;3;Pack bag, olive;;1;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;B8B3822B-F5DF-42E8-92AB-26416B1CA0E2;4;Guy rope, 4m x 8mm;;4;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;E5F9C9BD-4130-4BCE-55AA-8C06DE5063B5;5;Peg, circular, 30x2cm;;12;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;858C1937-AD7E-48C8-9AE1-7BFBC0614135;6;Peg, angular, 30cm;;19;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;42DE1A55-FC3D-4933-9A22-B9D5DE1810DD;7;Pack bag, grey;;1;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;80B3CFC0-18A4-4A1F-7B63-579591E0BC02;8;Frame connector, 4 side;;6;pcs;
6AF97BC2-BFFB-4E3A-81AA-EF069304E853;3BA0E292-6F5E-435E-8182-4FA851DAD6D6;9;Frame connector, 3 side;;6;pcs;
6B853DFA-73F8-4A71-54E9-65FD92E4E3AE;89D475F8-30DD-4606-9317-142BC1EDB90F;1;Aluminium box, 120x79x52cm;;1;pcs;
6B853DFA-73F8-4A71-54E9-65FD92E4E3AE;B4CEDEB4-19E5-4657-704E-AFF1B27ACDB3;2;Barrel, 70l, plastic, with lid;;3;pcs;
6B853DFA-73F8-4A71-54E9-65FD92E4E3AE;141EE1D8-AB4D-4625-97FE-BEB7574FD109;3;Sandbag, 40x60cm, 100pc;;3;pcs;
6B853DFA-73F8-4A71-54E9-65FD92E4E3AE;9CEC13D1-6717-4F7C-7421-3DA23415F075;4;Waste bin, swing lid, 33x20cm;;8;pcs;
6BBDC561-239E-4965-7595-424836064076;8C4C8820-EBE3-4AA0-8008-F584FF4ACE50;1;Endress Generator 2;;1;set;
6BBDC561-239E-4965-7595-424836064076;7ECD1056-F47B-4D9C-96EB-AC3559BBAE05;1.1;Pallet 120x80cm with lashing eyes;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;ADF51C2C-1603-4FAB-5FA8-E56BD5C14C3D;1.2;Wheel set, Endress Generator ESE1308 DGB ES Super Silent Plus;;1;set;
6BBDC561-239E-4965-7595-424836064076;01EF60D2-5396-4ABA-9C4C-179A4537568D;1.3;Tension belt, with ratchet, 35mm x 6m, 1000 daN;;4;pcs;
6BBDC561-239E-4965-7595-424836064076;03EC212F-9F40-4688-7308-73D786AE5BEB;1.4;Tension belt, with ratchet, 25mm x 4m, 250 daN;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;84997F35-3672-48DD-8FF7-5F004C9F998D;1.5;Anti slip mat, 65x50cm;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;6781D35A-6723-46C6-9524-76E1257AFD18;1.6;Endress ESE 1308 DBG ES DIN Super Silent;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;5F5C695D-2A93-47EE-9A0F-8716F333EE34;1.7;User guide Endress ESE 1308 DBG ES DIN Super Silent;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;F929608C-9368-4D4A-8095-C7578C0A4CBC;1.8;Overview operating hours;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;990CCBF4-4435-490C-7939-2712EBE15CF8;2;Endress Maintenance Set 2;;1;set;
6BBDC561-239E-4965-7595-424836064076;F5C331DF-A493-4233-8B42-7166EEE92B57;2.1;Aluminium box, 57x38x41cm;;1;boxes;
6BBDC561-239E-4965-7595-424836064076;A96AB57C-DCF0-4C51-9817-8E37F3AF2285;2.10;Fuel filter, 60mm;;4;pcs;
6BBDC561-239E-4965-7595-424836064076;F09BE78B-0C71-47C2-7AE3-7EB465F2D7C5;2.11;Fuel filter, 35mm;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;0AC4941D-CE46-4D28-763F-9E8C4BCEAEC4;2.12;Fuel filter, 30mm;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;1B4FAE56-07B3-41EF-76AE-E53AB72C2FC8;2.13;Airfilter Set (1x paper / 1x  foam) for Briggs & Stratton 652519, 692519, 692520, 806232;4062692605556;4;pcs;
6BBDC561-239E-4965-7595-424836064076;1F321FAB-A044-46C7-8AEB-546DCBA11EA7;2.14;Oil filter, Briggs & Stratton 842921;4062692605969;7;pcs;
6BBDC561-239E-4965-7595-424836064076;FA58FB59-1242-4BB5-50CA-A1895012244A;2.15;Hose for external refuelling with jerry can 20L;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;DF293056-8EF3-47D3-8C08-1A3D1A36C6BF;2.2;Jerry can, 20l, metal, empty;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;07E21CB2-50E0-4D0D-7AAB-5C8D1A2E6A0E;2.3;Hose clamp pliers, for click clamps, 180mm, Knippex;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;C26187EC-FBBE-40B4-7C53-B961A8E397B9;2.4;Oil filter wrench, diam 80-100mm;;1;pcs;
6BBDC561-239E-4965-7595-424836064076;D2442E8B-792E-4E2D-71D0-A48ACF94FD6F;2.5;"Ratchet, 1/4"", 100mm";;1;pcs;
6BBDC561-239E-4965-7595-424836064076;1E5FBB26-64B7-4599-8CE2-C511F9C97609;2.6;"Socket, 4mm, 1/4""";;1;pcs;
6BBDC561-239E-4965-7595-424836064076;2D7162AA-48C7-4CDC-9FFA-BDF8259F02FB;2.7;Hose plug, 10mm, with ring;;2;pcs;
6BBDC561-239E-4965-7595-424836064076;3237DAEB-E8B7-4843-7658-8B83CDD34F33;2.8;Spark plug, NGK 7938 BKRSE;;4;pcs;
6BBDC561-239E-4965-7595-424836064076;C24F8FA7-AA3B-4FEF-514E-511675D76348;2.9;Spark plug screwer, 2 part;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;19465A29-1DB1-47A4-9B50-D3ECB71CF44F;1;Aluminium box, 60x39x41cm;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;0223BA4F-ECB3-4448-8AA2-7A3EE4457C6D;10;Drinking bottle, plastic, Flip Top;;1;roll;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;27E6FF2E-9D7A-4CA8-72D3-A64F179BB7AD;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;080E94C4-F5EB-456F-838B-DA9DEA89EB77;12;Toilet paper;;1;roll;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;9EEE6870-9BF4-4EF4-8C09-4C260A2FE2C8;13;Safety cap, red;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;54FCB598-094C-4DFF-7006-2000C2018B96;14;Mosquito dome, green, MilTec;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;442428C7-BF02-4603-98E9-7EF9C403B117;15;Whistle;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;AEE8E1A5-9E9D-4A96-850B-B825701FBAB4;16;Cloth hanger;;2;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;743066A3-E71C-4A46-873E-E5FFE318D0FC;18;Cargo pants, size L;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;A2601221-C024-413B-8622-C000B86EB261;19;Elastic bands, for pants;;1;pair;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;5F2B4937-C028-4DA0-8F52-C1B55584C4C4;2;First aid kit;;1;set;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;B8E6AD5A-F6E6-4B2A-79A3-4542552EFBE6;2.1;Anti mosquito milk, Jaico;;1;pcs;2026-05-01 00:00:00
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;169FBE2F-7C20-4C4F-5BD5-2773AFDD2C4B;2.2;Plaster set, Activ-Set, Aluderm, 10pc;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;AA9009B8-146D-43E4-8CCA-44153C3ABD65;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;3E3B341D-223D-4D57-7891-72F1FF66FA14;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;3040F36C-FFBA-4DDF-5F42-DBC8D2156486;2.5;Face mask, 3ply;;2;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;7478E6EB-C16B-4073-9F41-ADEBE733B751;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;60BFB790-FE75-4BBD-9D11-325846F359AD;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;883DF22F-4EF0-4415-58BB-557938E36139;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;EF15B2E0-84E2-4FB6-8438-046BEC92F6F0;21;EPa, Cold regions;;1;package;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;94FA5609-9E00-4915-8ED1-5692101A2A91;3;Sleeping bag, Devil 200, Easy Camp;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;2165C9F0-53F4-4FD8-5712-9564266C1228;4;Camp bed mattress,;;;;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;506A3064-BAAA-4833-903B-28502C231A3C;5;Hand washing-paste, Active Pearls, Ivraxo;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;4B6F25B5-6D39-4284-9602-30D68AC2B96E;6;Work gloves, size 10, Asatex;;1;pair;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;B2A419FA-7C19-450B-81B3-A4564395E079;7;Headlight, Visio LX 25, Robens;;1;pcs;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;5CA21AFF-5740-458B-97C0-8DB54955B0EE;8;Cuttlery;;1;set;
6BDEAA40-5F23-4B15-7DC9-DA3E5B037305;D0A7368A-7B24-4C76-80D7-B01EC6BD7FC9;9;Battery, AAA, rechargable, Ni-Mh;;4;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;3A6186B1-D8BF-4200-963C-FB408B60E828;1;Aluminiumcontainer with lid;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;7928EFD1-C872-4A2C-5FEC-347F1B60218F;2;Desktop 1/2;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;8174EC52-BAEB-4545-795A-AAA604583BC9;3;Drawer 1;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;36EFE222-E34A-4F0E-7A35-33185B2EF267;4;Drawer 2;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;C4387BCC-97BB-4417-5FBD-6C6182C1DDF7;5;Drawer 3;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;7D7E13F7-F518-4073-9909-78A8822A9CB5;6;Drawer 4;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;3ECE1853-FA51-41DE-52BC-32F34903D18E;7;Drawer 5;;1;pcs;
6D4195C6-A5FE-4F99-5BD9-0DC65EE49BA8;4943654F-2940-400C-5169-5C302DEC5874;8;Drawer 6;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;6E37728A-1862-4028-8EC0-20C28FA87DE3;1;Allumium box, 120x79x51cm;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;ED6B7F9E-53D0-4F44-543B-1E073C87481A;2;Delivery kit 1;;1;kit;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;CEC71CFE-060D-4F48-7306-AFD50E94E533;2.1;Plastic box, 34x30x40cm, grey, Auer;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;58D595C4-B8E2-48DC-9AAE-2A3186C9C844;2.2;Diaper, molleton, 80x80cm, 8pc;;7;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;F6B43045-8760-413B-9FC7-9088E96B1E98;2.4;Gloves, single use, powdered, size M, 100pc;;1;package;2023-01-01 00:00:00
6EC54A87-EA6D-44B9-8F40-5C8A33635329;35031FA7-2FE7-49DC-7923-E53DA965E5B5;2.5;Gloves, single use, powdered, size L, 100pc;;1;package;2023-02-01 00:00:00
6EC54A87-EA6D-44B9-8F40-5C8A33635329;C2F0E5B3-5823-4F1D-9AAE-608B8C6F372A;2.6;Soap bar, OMBIA Med, 150g;;3;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;3B21108D-7560-4F46-85FA-CCACB4484E37;2.7;Rasor Blade,  single edge, 100pc;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;5AD0023F-BD77-4562-96EC-71DAF47B5BEF;2.8;Umbilical clamp, steril;;50;pcs;2023-07-31 00:00:00
6EC54A87-EA6D-44B9-8F40-5C8A33635329;086D347C-DFD6-43DB-9838-8EF12C01DC13;3;Diagnostic test Kit 1;;1;set;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;D2918572-5B86-4AA6-7C1B-B54F3E44E4DC;3.1;Plastic Box, 60x40x30cm, grey, Auer;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;C9AF28B4-38DC-4A78-8A06-835391A7B549;3.2;Malaria quick test, Alere, 20 test;;8;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;2E06CDDF-57CC-4BD8-926B-E122CD2F8D9B;3.3;CRP-test, Diagnostik Nord;;10;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;57D29840-443E-4B5D-9B14-720AC8C8C713;3.4;Malaria quick test, dBest, 20pc;;2;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;F66DE300-B57D-4AF0-9A5F-F161A1C3AB56;3.5;Pregnancy test, Cleartest, 20pc;;5;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;AF89EE6F-6ED9-414B-85C5-2322B883532E;4;Delivery kit 2;;1;kit;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;B48BAAA2-E0BE-4552-84C7-3A9D6A2B87FD;4.1;Plastic box, 34x30x40cm, grey, Auer;;1;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;2DB46ADE-C0A3-4116-7655-244FC08AAF49;4.2;Diaper, molleton, 80x80cm, 5pc.;;5;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;7902C927-8AEB-4EA2-8C02-E99AC404D1DC;5;Infectious patients;;1;set;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;A4630D24-65FD-443F-9F56-0EBB173AE7B7;5.1;Plastic Box, 60x40x43,5cm, grey, Auer;;1;boxes;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;C644F278-F63D-4C99-7D37-29F316355BA8;5.2;Fabric gown, isolation, 10pc;;10;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;1B2936C7-6EAB-4AE5-81A3-DF708081C699;5.3;Draw sheet, 210x80cm, disposable, PE foil (25pcs);;4;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;CC4B318C-7C3B-441D-78A6-9D7024502EC5;5.4;OP Mask, Foliodress Perfect, 50 pc;;4;package;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;B0FEB0FA-4627-4C89-99DC-902A305803BC;5.5;Safety glas, ENHA, augenumschlie�end;;11;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;CA774A3B-A7E2-41E5-7658-BAD5BEBF9B68;5.6;Apron, green;;2;pcs;
6EC54A87-EA6D-44B9-8F40-5C8A33635329;F747E65F-1F76-42D3-5037-10CFBE9D4F47;6;Infusion holder, metal, for stretcher;;6;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;323EB738-E664-43DC-9C59-59A63A7B27EC;1;Wood box, 120x80x40cm;;1;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;EAC1DE7A-8966-4CBA-5E54-3F7736D7F901;2;SG 300, ground sheet, accommodation 1 ;;1;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;4944ACB0-187D-4275-78BC-4D884DB1C361;3;SG 300, inner tent, accommodation 1;;1;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;6FAE6F84-0DC8-48B2-9783-EA2422932496;4;Pack bag inner tent, olive;;1;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;17A8A3AA-FCB5-485B-9E19-1406A7A72754;5;Pack bag, grey;;1;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;502E52D1-E03D-42BC-7FD1-48DF5455AFF3;6;Peg, circular, 30x2cm;;16;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;84713EA0-9310-4B0F-754C-ACDEAB2E7D7E;7;Peg, circular, hook end, 30cm, for SG 300;;24;pcs;
701CDCDA-7DE8-44D6-8C18-5930F97E4BB1;B2A9B01E-DA32-4653-9858-0C5078241C7F;8;Peg, angular, 30cm;;19;pcs;
71172532-DB0B-42E5-7BC6-4ED96FDA396F;EEAA5ED7-DC3A-420D-8EE1-4239301D5452;1;Quick-assembly tent, 3x3m, Europrinz;;1;pcs;
71172532-DB0B-42E5-7BC6-4ED96FDA396F;261947EC-2482-49B9-7F41-D62897D426DF;2;Transportation bag, 160x35x35cm;;1;pcs;
71172532-DB0B-42E5-7BC6-4ED96FDA396F;D756BF96-E2C8-4A70-8C15-6805B28EE941;3;Side wall, 3x3m;;4;pcs;
71172532-DB0B-42E5-7BC6-4ED96FDA396F;56A28AE0-A368-4A87-78A7-1FB1EE301AD4;4;Guy rope, yellow, reflecting, Shinetrip, with snap link, 6m;;4;pcs;
71172532-DB0B-42E5-7BC6-4ED96FDA396F;F134F008-6B3A-462B-5888-985F04E5AE4B;5;Peg, angular, 30cm;;4;pcs;
74990120-15C2-4FF8-803D-9EADD0829126;B5ACCF07-B74E-4E5A-5AE0-A403BDB33FE0;1;Transport box, 81x60x52cm;;1;box;
74990120-15C2-4FF8-803D-9EADD0829126;2A356B43-E516-4640-51FB-CD9FF25C2BD4;2;Aspen 3300 M, 300 gal water bladder;;1;kit;
75D52F57-5131-4D25-8FB4-0BCD188DEDAE;5D2187FA-1D69-4F79-5BC9-EA1C8AE83CFD;1;Strecher, foldable, grey;;6;pcs;
75D52F57-5131-4D25-8FB4-0BCD188DEDAE;F960F7C0-87F3-4448-94FF-88E87F0B7147;2;Strecher, foldable, olive;;2;pcs;
75D52F57-5131-4D25-8FB4-0BCD188DEDAE;3962F043-69E2-4C4D-7F45-B56368B26790;3;Tension belt, 25mm x 4m, 250 daN;;3;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;67604209-4903-403D-8FCE-3AC95A05872C;1;Aluminium box, 60x39x41cm;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;7F1CC3B2-CDB9-4ABA-5435-2D4D0C35D072;10;Drinking bottle, plastic, Flip Top;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;6625FA22-544A-4B3C-7489-085013164194;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;7F047D9E-7147-4CD6-837A-E32DDA64F28A;12;Toilet paper;;1;roll;
765B2355-5530-4856-9F10-E0BF4AE71BE9;13EB432F-101F-41EB-8D36-DA5AF072C32E;13;Safety cap, red;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;E12FA5A6-867D-4B6B-9867-7F5C773D7D37;14;Mosquito dome, green, MilTec;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;8809E2EF-06DC-46CE-8F76-BAB65E094FB6;15;Whistle;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;F5D18D68-CDAE-43A4-9B8F-4207E5B4434A;16;Cloth hanger;;2;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;A3A108D9-7090-425B-9BCA-E7A1C41CE8B5;18;Cargo pants, S;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;2423B393-DB11-419C-5969-339BE5039215;19;Elastic band, for pants;;1;pair;
765B2355-5530-4856-9F10-E0BF4AE71BE9;D142FE70-A026-4E0C-5355-5C2C6A358103;2;First aid kit;;1;set;
765B2355-5530-4856-9F10-E0BF4AE71BE9;B0984D10-249B-4F09-775C-B9BDCD36FBC2;2.1;Anti mosquito milk, Jaico;;2;pcs;2026-05-01 00:00:00
765B2355-5530-4856-9F10-E0BF4AE71BE9;419DC15E-F4A5-4B7A-9DBB-305295DC6DDD;2.2;Plaster set, activ-set, Aluderm, 10pc;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;0320339C-AAB5-439C-9959-8216B827AA21;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;F6F3D99B-205A-44B8-78D8-57667CB72209;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;6F81EF41-81E5-438C-91E4-F6D3E88A5B45;2.5;Face mask, 3ply;;2;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;7A070D20-3218-4862-575F-0DB563CE0A44;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
765B2355-5530-4856-9F10-E0BF4AE71BE9;EF2E9D59-7DE5-4896-921B-879DFC4734FB;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
765B2355-5530-4856-9F10-E0BF4AE71BE9;7CE0C189-830E-4139-729A-D84C5C4DA0E3;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
